algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,1,150000,0.001188,0.006168,0.000000,0.004565,0.003640,0.015157,1
bs2,2,150000,0.000693,0.004669,0.000000,0.007300,0.008394,0.020791,1
bs2,3,150000,0.000523,0.002817,0.000000,0.008943,0.010014,0.022067,1
bs2,4,150000,0.000455,0.002287,0.000000,0.009734,0.010564,0.022811,1
bs2,6,150000,0.000378,0.001635,0.000000,0.009733,0.010447,0.021999,1
bs2,8,150000,0.000370,0.001310,0.000000,0.010305,0.010956,0.022722,1
bs2,10,150000,0.000397,0.001081,0.000000,0.010178,0.010796,0.022189,1
bs2,12,150000,0.000400,0.000945,0.000000,0.010356,0.010917,0.022359,1
bs2,16,150000,0.000479,0.000757,0.000000,0.010477,0.011079,0.022439,1
bs2,20,150000,0.000546,0.000638,0.000000,0.010011,0.010465,0.021236,1
bs2,24,150000,0.000642,0.000566,0.000000,0.010272,0.010799,0.021762,1
bs2,32,150000,0.000887,0.000888,0.000000,0.013687,0.012914,0.027657,1
bs2,48,150000,0.001250,0.000920,0.000000,0.013646,0.013914,0.028726,1
bs2,1,200000,0.001645,0.010462,0.000000,0.006183,0.005027,0.022722,1
bs2,2,200000,0.000914,0.005242,0.000000,0.010793,0.011922,0.028526,1
bs2,3,200000,0.000660,0.004354,0.000000,0.011606,0.013277,0.029632,1
bs2,4,200000,0.000553,0.003431,0.000000,0.014213,0.015285,0.033247,1
bs2,6,200000,0.000451,0.002183,0.000000,0.013140,0.014350,0.029909,1
bs2,8,200000,0.000434,0.001935,0.000000,0.013718,0.014711,0.030555,1
bs2,10,200000,0.000448,0.001596,0.000000,0.014045,0.015005,0.030816,1
bs2,12,200000,0.000458,0.001248,0.000000,0.013526,0.014427,0.029367,1
bs2,16,200000,0.000505,0.001087,0.000000,0.013523,0.014323,0.029093,1
bs2,20,200000,0.000574,0.000904,0.000000,0.014107,0.014957,0.030127,1
bs2,24,200000,0.000648,0.000723,0.000000,0.014211,0.015176,0.030261,1
bs2,32,200000,0.000929,0.001260,0.000000,0.017607,0.016885,0.035979,1
bs2,48,200000,0.001236,0.000836,0.000000,0.017862,0.017332,0.036290,1
bs2,1,250000,0.002098,0.013175,0.000000,0.007917,0.006513,0.028957,1
bs2,2,250000,0.001147,0.007327,0.000000,0.013832,0.015553,0.037394,1
bs2,3,250000,0.000794,0.005406,0.000000,0.015279,0.017345,0.038512,1
bs2,4,250000,0.000669,0.004101,0.000000,0.015620,0.017414,0.037509,1
bs2,6,250000,0.000538,0.002955,0.000000,0.016809,0.018340,0.038390,1
bs2,8,250000,0.000496,0.002325,0.000000,0.017142,0.018534,0.038242,1
bs2,10,250000,0.000485,0.001919,0.000000,0.016537,0.017617,0.036285,1
bs2,12,250000,0.000476,0.001649,0.000000,0.016637,0.017806,0.036293,1
bs2,16,250000,0.000542,0.001288,0.000000,0.017156,0.018203,0.036831,1
bs2,20,250000,0.000611,0.001078,0.000000,0.016747,0.017736,0.035734,1
bs2,24,250000,0.000695,0.000938,0.000000,0.017353,0.018285,0.036760,1
bs2,32,250000,0.000934,0.001447,0.000000,0.023128,0.021594,0.046410,1
