algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,32,300,0.000651,0.000027,0.000000,0.000015,0.000056,0.000127,1
bs2,48,300,0.001368,0.000032,0.000000,0.000016,0.000064,0.000151,1
bs2,1,500,0.000013,0.000010,0.000000,0.000011,0.000014,0.000040,1
bs2,2,500,0.000054,0.000020,0.000000,0.000008,0.000041,0.000074,1
bs2,3,500,0.000064,0.000020,0.000000,0.000006,0.000041,0.000073,1
bs2,4,500,0.000089,0.000022,0.000000,0.000006,0.000037,0.000071,1
bs2,6,500,0.000119,0.000022,0.000000,0.000006,0.000041,0.000074,1
bs2,8,500,0.000157,0.000026,0.000000,0.000005,0.000040,0.000079,1
bs2,10,500,0.000223,0.000028,0.000000,0.000005,0.000040,0.000082,1
bs2,12,500,0.000247,0.000035,0.000000,0.000005,0.000042,0.000091,1
bs2,16,500,0.000326,0.000042,0.000000,0.000007,0.000044,0.000104,1
bs2,20,500,0.000397,0.000057,0.000000,0.000006,0.000048,0.000123,1
bs2,24,500,0.000489,0.000071,0.000000,0.000008,0.000048,0.000141,1
bs2,32,500,0.000641,0.000034,0.000000,0.000012,0.000072,0.000146,1
bs2,48,500,0.000999,0.000036,0.000000,0.000020,0.000090,0.000188,1
bs2,1,1000,0.000016,0.000018,0.000000,0.000020,0.000025,0.000077,1
bs2,2,1000,0.000054,0.000033,0.000000,0.000013,0.000063,0.000120,1
bs2,3,1000,0.000067,0.000031,0.000000,0.000010,0.000071,0.000123,1
bs2,4,1000,0.000094,0.000033,0.000000,0.000009,0.000077,0.000130,1
bs2,6,1000,0.000125,0.000032,0.000000,0.000008,0.000076,0.000124,1
bs2,8,1000,0.000177,0.000034,0.000000,0.000007,0.000076,0.000128,1
bs2,10,1000,0.000209,0.000037,0.000000,0.000006,0.000081,0.000134,1
bs2,12,1000,0.000242,0.000048,0.000000,0.000006,0.000079,0.000144,1
bs2,16,1000,0.000502,0.000053,0.000000,0.000007,0.000080,0.000152,1
bs2,20,1000,0.000397,0.000066,0.000000,0.000008,0.000084,0.000171,1
bs2,24,1000,0.000482,0.000072,0.000000,0.000007,0.000088,0.000182,1
bs2,32,1000,0.000661,0.000032,0.000000,0.000013,0.000117,0.000186,1
bs2,48,1000,0.001001,0.000046,0.000000,0.000020,0.000131,0.000231,1
bs2,1,2000,0.000024,0.000037,0.000000,0.000037,0.000048,0.000134,1
bs2,2,2000,0.000057,0.000059,0.000000,0.000026,0.000115,0.000211,1
bs2,3,2000,0.000068,0.000053,0.000000,0.000025,0.000149,0.000236,1
bs2,4,2000,0.000096,0.000048,0.000000,0.000016,0.000149,0.000227,1
bs2,6,2000,0.000131,0.000049,0.000000,0.000012,0.000151,0.000232,1
bs2,8,2000,0.000167,0.000044,0.000000,0.000011,0.000145,0.000216,1
bs2,10,2000,0.000231,0.000050,0.000000,0.000010,0.000149,0.000225,1
bs2,12,2000,0.000240,0.000051,0.000000,0.000009,0.000098,0.000177,1
bs2,16,2000,0.000319,0.000063,0.000000,0.000009,0.000101,0.000191,1
bs2,20,2000,0.000407,0.000069,0.000000,0.000009,0.000104,0.000204,1
bs2,24,2000,0.000482,0.000082,0.000000,0.000009,0.000108,0.000215,1
bs2,32,2000,0.000625,0.000042,0.000000,0.000016,0.000140,0.000229,1
bs2,48,2000,0.000972,0.000226,0.000000,0.000018,0.000145,0.000420,1
bs2,1,5000,0.000049,0.000086,0.000000,0.000092,0.000121,0.000326,1
bs2,2,5000,0.000072,0.000136,0.000000,0.000061,0.000271,0.000484,1
bs2,3,5000,0.000080,0.000115,0.000000,0.000044,0.000353,0.000526,1
bs2,4,5000,0.000105,0.000096,0.000000,0.000034,0.000333,0.000475,1
bs2,6,5000,0.000138,0.000082,0.000000,0.000026,0.000352,0.000473,1
bs2,8,5000,0.000167,0.000069,0.000000,0.000020,0.000368,0.000473,1
bs2,10,5000,0.000229,0.000072,0.000000,0.000017,0.000363,0.000468,1
bs2,12,5000,0.000256,0.000071,0.000000,0.000016,0.000351,0.000457,1
bs2,16,5000,0.000338,0.000073,0.000000,0.000014,0.000358,0.000467,1
bs2,20,5000,0.000412,0.000075,0.000000,0.000014,0.000374,0.000485,1
bs2,24,5000,0.000450,0.000086,0.000000,0.000013,0.000356,0.000483,1
bs2,32,5000,0.000621,0.000169,0.000000,0.000018,0.000495,0.000738,1
bs2,48,5000,0.001028,0.000212,0.000000,0.000021,0.000525,0.000844,1
bs2,1,10000,0.000093,0.000199,0.000000,0.000178,0.000231,0.000663,1
bs2,2,10000,0.000095,0.000268,0.000000,0.000112,0.000565,0.000978,1
bs2,3,10000,0.000092,0.000212,0.000000,0.000081,0.000635,0.000956,1
bs2,4,10000,0.000124,0.000175,0.000000,0.000065,0.000657,0.000919,1
bs2,6,10000,0.000148,0.000143,0.000000,0.000048,0.000713,0.000924,1
bs2,8,10000,0.000176,0.000126,0.000000,0.000038,0.000716,0.000899,1
bs2,10,10000,0.000209,0.000111,0.000000,0.000031,0.000718,0.000884,1
bs2,12,10000,0.000255,0.000108,0.000000,0.000028,0.000468,0.000627,1
bs2,16,10000,0.000306,0.000100,0.000000,0.000023,0.000464,0.000612,1
bs2,20,10000,0.000403,0.000103,0.000000,0.000020,0.000488,0.000648,1
bs2,24,10000,0.000476,0.000114,0.000000,0.000019,0.000492,0.000660,1
bs2,32,10000,0.000662,0.000082,0.000000,0.000025,0.000647,0.000805,1
bs2,48,10000,0.001024,0.000263,0.000000,0.000029,0.000652,0.001017,1
bs2,1,30000,0.000253,0.000675,0.000000,0.000567,0.000719,0.002114,1
bs2,2,30000,0.000183,0.000765,0.000000,0.000305,0.002299,0.003456,1
bs2,3,30000,0.000153,0.000589,0.000000,0.000229,0.002208,0.003090,1
bs2,4,30000,0.000168,0.000490,0.000000,0.000175,0.002083,0.002799,1
bs2,6,30000,0.000186,0.000372,0.000000,0.000133,0.002211,0.002757,1
bs2,8,30000,0.000213,0.000296,0.000000,0.000098,0.002128,0.002558,1
bs2,10,30000,0.000248,0.000258,0.000000,0.000083,0.002140,0.002515,1
bs2,12,30000,0.000278,0.000243,0.000000,0.000070,0.002148,0.002498,1
bs2,16,30000,0.000329,0.000204,0.000000,0.000057,0.002116,0.002419,1
bs2,20,30000,0.000401,0.000182,0.000000,0.000049,0.002175,0.002444,1
bs2,24,30000,0.000486,0.000185,0.000000,0.000043,0.002121,0.002399,1
bs2,32,30000,0.000674,0.000292,0.000000,0.000052,0.002871,0.003284,1
bs2,48,30000,0.000986,0.000154,0.000000,0.000056,0.002858,0.003170,1
bs2,1,50000,0.000429,0.001173,0.000000,0.000958,0.001175,0.003571,1
bs2,2,50000,0.000275,0.001194,0.000000,0.000502,0.002728,0.004572,1
bs2,3,50000,0.000216,0.000952,0.000000,0.000347,0.003518,0.004926,1
bs2,4,50000,0.000209,0.000770,0.000000,0.000275,0.003359,0.004493,1
bs2,6,50000,0.000202,0.000586,0.000000,0.000207,0.003621,0.004484,1
bs2,8,50000,0.000229,0.000474,0.000000,0.000156,0.003729,0.004436,1
bs2,10,50000,0.000261,0.000401,0.000000,0.000129,0.003629,0.004221,1
bs2,12,50000,0.000303,0.000351,0.000000,0.000112,0.003480,0.004004,1
bs2,16,50000,0.000360,0.000316,0.000000,0.000089,0.003670,0.004134,1
bs2,20,50000,0.000414,0.000268,0.000000,0.000086,0.003728,0.004142,1
bs2,24,50000,0.000512,0.000244,0.000000,0.000066,0.003525,0.003900,1
bs2,32,50000,0.000669,0.000410,0.000000,0.000082,0.004393,0.004966,1
bs2,48,50000,0.001396,0.000234,0.000000,0.000093,0.004630,0.005078,1
bs2,1,100000,0.000808,0.003095,0.000000,0.001928,0.002351,0.007895,1
bs2,2,100000,0.000465,0.002507,0.000000,0.000969,0.005899,0.009661,1
bs2,3,100000,0.000367,0.001711,0.000000,0.000652,0.006492,0.009045,1
bs2,4,100000,0.000344,0.001534,0.000000,0.000504,0.006757,0.008960,1
bs2,6,100000,0.000294,0.001162,0.000000,0.000359,0.007069,0.008717,1
bs2,8,100000,0.000326,0.000924,0.000000,0.000285,0.007465,0.008778,1
bs2,10,100000,0.000320,0.000774,0.000000,0.000241,0.007201,0.008314,1
bs2,12,100000,0.000357,0.000679,0.000000,0.000206,0.007046,0.008025,1
bs2,16,100000,0.000428,0.000541,0.000000,0.000163,0.007296,0.008085,1
bs2,20,100000,0.000502,0.000465,0.000000,0.000139,0.007321,0.008024,1
bs2,24,100000,0.000583,0.000425,0.000000,0.000119,0.007160,0.007795,1
bs2,32,100000,0.000778,0.000712,0.000000,0.000144,0.008782,0.009778,1
bs2,48,100000,0.001106,0.000459,0.000000,0.000163,0.009181,0.010010,1
bs2,1,150000,0.001221,0.006133,0.000000,0.002875,0.003614,0.013385,1
bs2,2,150000,0.000694,0.004493,0.000000,0.001487,0.008477,0.014844,1
bs2,3,150000,0.000514,0.002807,0.000000,0.001007,0.010323,0.014421,1
bs2,6,150000,0.000382,0.001649,0.000000,0.000521,0.011087,0.013437,1
bs2,8,150000,0.000379,0.001525,0.000000,0.000413,0.011069,0.013154,1
bs2,10,150000,0.000390,0.001114,0.000000,0.000343,0.010934,0.012527,1
bs2,12,150000,0.000407,0.000956,0.000000,0.000289,0.010806,0.012183,1
bs2,16,150000,0.000480,0.000772,0.000000,0.000233,0.010491,0.011616,1
bs2,20,150000,0.000559,0.000642,0.000000,0.000197,0.010707,0.011669,1
bs2,24,150000,0.000630,0.000570,0.000000,0.000169,0.010638,0.011503,1
bs2,32,150000,0.000882,0.001075,0.000000,0.000205,0.013816,0.015249,1
bs2,48,150000,0.001155,0.000784,0.000000,0.000247,0.013715,0.014950,1
bs2,1,200000,0.001795,0.010297,0.000000,0.003959,0.004986,0.020248,1
bs2,2,200000,0.000927,0.005845,0.000000,0.002066,0.011361,0.019818,1
bs2,3,200000,0.000673,0.004301,0.000000,0.001410,0.013773,0.019866,1
bs2,4,200000,0.000569,0.003012,0.000000,0.001051,0.013976,0.018342,1
bs2,6,200000,0.000464,0.002434,0.000000,0.000706,0.014733,0.018114,1
bs2,8,200000,0.000437,0.001913,0.000000,0.000542,0.014333,0.016979,1
bs2,10,200000,0.000438,0.001434,0.000000,0.000450,0.014748,0.016809,1
bs2,12,200000,0.000464,0.001252,0.000000,0.000382,0.014072,0.015867,1
bs2,16,200000,0.000509,0.001076,0.000000,0.000297,0.014996,0.016514,1
bs2,20,200000,0.000562,0.000903,0.000000,0.000253,0.014316,0.015609,1
bs2,24,200000,0.000683,0.000796,0.000000,0.000219,0.014450,0.015622,1
bs2,32,200000,0.001281,0.001246,0.000000,0.000291,0.017441,0.019190,1
bs2,48,200000,0.001671,0.000886,0.000000,0.000335,0.018416,0.019881,1
bs2,1,250000,0.002098,0.013598,0.000000,0.005126,0.006416,0.026409,1
bs2,2,250000,0.001156,0.007348,0.000000,0.002679,0.014552,0.025251,1
bs2,3,250000,0.000827,0.005400,0.000000,0.001853,0.016859,0.024591,1
bs2,4,250000,0.000687,0.004110,0.000000,0.001375,0.017632,0.023497,1
bs2,6,250000,0.000539,0.003463,0.000000,0.000942,0.018606,0.023296,1
bs2,8,250000,0.000511,0.002353,0.000000,0.000708,0.018033,0.021329,1
bs2,10,250000,0.000477,0.001916,0.000000,0.000566,0.018642,0.021325,1
bs2,12,250000,0.000506,0.001655,0.000000,0.000476,0.018336,0.020657,1
bs2,16,250000,0.000535,0.001285,0.000000,0.000374,0.017749,0.019567,1
bs2,20,250000,0.000648,0.001205,0.000000,0.000322,0.018435,0.020145,1
bs2,24,250000,0.000704,0.000932,0.000000,0.000276,0.018848,0.020238,1
bs2,32,250000,0.001250,0.001657,0.000000,0.000365,0.022712,0.024981,1
bs2,48,250000,0.001336,0.001217,0.000000,0.000430,0.023628,0.025588,1
bs2,1,300000,0.002283,0.018928,0.000000,0.006473,0.008150,0.035067,1
bs2,2,300000,0.001382,0.009045,0.000000,0.003381,0.016952,0.030188,1
bs2,3,300000,0.000980,0.006446,0.000000,0.002279,0.022526,0.031815,1
bs2,4,300000,0.000809,0.005543,0.000000,0.001741,0.023168,0.030905,1
bs2,6,300000,0.000636,0.003953,0.000000,0.001157,0.021683,0.027143,1
bs2,8,300000,0.000554,0.002736,0.000000,0.000858,0.022692,0.026565,1
bs2,10,300000,0.000850,0.002498,0.000000,0.000693,0.021876,0.025310,1
bs2,12,300000,0.000537,0.002129,0.000000,0.000600,0.022397,0.025357,1
bs2,16,300000,0.000579,0.001656,0.000000,0.000457,0.020767,0.023085,1
bs2,20,300000,0.000632,0.001256,0.000000,0.000389,0.022509,0.024328,1
bs2,24,300000,0.000692,0.001087,0.000000,0.000337,0.021874,0.023458,1
bs2,32,300000,0.000984,0.001667,0.000000,0.000447,0.026906,0.029239,1
bs2,48,300000,0.001331,0.001431,0.000000,0.000535,0.027858,0.030153,1
bs2,1,350000,0.002982,0.021733,0.000000,0.007920,0.009367,0.040780,1
bs2,2,350000,0.001604,0.011577,0.000000,0.004107,0.021419,0.038044,1
bs2,3,350000,0.001136,0.008151,0.000000,0.002758,0.024845,0.036419,1
bs2,4,350000,0.000922,0.006338,0.000000,0.002097,0.024775,0.033728,1
bs2,6,350000,0.000903,0.004534,0.000000,0.001413,0.025915,0.032249,1
bs2,8,350000,0.000934,0.003388,0.000000,0.001042,0.026782,0.031528,1
bs2,10,350000,0.000577,0.002816,0.000000,0.000827,0.026198,0.030122,1
bs2,12,350000,0.000853,0.002376,0.000000,0.000712,0.025567,0.028917,1
bs2,16,350000,0.000864,0.001850,0.000000,0.000547,0.024426,0.027097,1
bs2,20,350000,0.000652,0.001548,0.000000,0.000467,0.026414,0.028665,1
bs2,24,350000,0.000739,0.001330,0.000000,0.000419,0.026727,0.028715,1
bs2,32,350000,0.001335,0.001987,0.000000,0.000567,0.032181,0.035067,1
bs2,48,350000,0.001407,0.001622,0.000000,0.000643,0.032961,0.035542,1
bs2,1,400000,0.003447,0.025059,0.000000,0.009424,0.010802,0.047321,1
bs2,2,400000,0.001690,0.015067,0.000000,0.004862,0.023699,0.044700,1
bs2,3,400000,0.001290,0.009425,0.000000,0.003280,0.030346,0.043808,1
bs2,4,400000,0.001030,0.007277,0.000000,0.002461,0.029864,0.040191,1
bs2,6,400000,0.000778,0.005099,0.000000,0.001658,0.029330,0.036525,1
bs2,8,400000,0.000666,0.003922,0.000000,0.001242,0.029818,0.035352,1
bs2,10,400000,0.000847,0.003447,0.000000,0.000974,0.028775,0.033504,1
bs2,12,400000,0.000597,0.002731,0.000000,0.000847,0.029806,0.033667,1
bs2,16,400000,0.000893,0.002256,0.000000,0.000647,0.028896,0.032052,1
bs2,20,400000,0.000968,0.001889,0.000000,0.000581,0.028430,0.031177,1
bs2,24,400000,0.000722,0.001491,0.000000,0.000556,0.029813,0.032117,1
bs2,32,400000,0.000989,0.002207,0.000000,0.000648,0.034482,0.037680,1
bs2,48,400000,0.001757,0.001759,0.000000,0.000807,0.037857,0.041056,1
bs2,1,450000,0.003559,0.032019,0.000000,0.010877,0.011877,0.057055,1
bs2,2,450000,0.002232,0.016841,0.000000,0.005562,0.026035,0.049664,1
bs2,3,450000,0.001265,0.011886,0.000000,0.003865,0.030730,0.047333,1
bs2,4,450000,0.001348,0.009119,0.000000,0.002900,0.031630,0.044306,1
bs2,6,450000,0.000846,0.005777,0.000000,0.001921,0.033117,0.041309,1
bs2,8,450000,0.000923,0.004862,0.000000,0.001476,0.033246,0.039980,1
bs2,10,450000,0.000980,0.003822,0.000000,0.001135,0.032888,0.038207,1
bs2,12,450000,0.000822,0.003262,0.000000,0.000992,0.032404,0.036982,1
bs2,16,450000,0.000944,0.002507,0.000000,0.000761,0.033197,0.036743,1
bs2,20,450000,0.000973,0.002057,0.000000,0.000676,0.033574,0.036563,1
bs2,32,450000,0.001232,0.002592,0.000000,0.000764,0.039900,0.043613,1
bs2,48,450000,0.001426,0.001987,0.000000,0.000844,0.040271,0.043538,1
bs2,1,500000,0.004068,0.035888,0.000000,0.012423,0.013241,0.064064,1
bs2,2,500000,0.002089,0.018832,0.000000,0.006411,0.028657,0.055230,1
bs2,3,500000,0.001399,0.013276,0.000000,0.004314,0.037015,0.055541,1
bs2,4,500000,0.001239,0.010106,0.000000,0.003292,0.035643,0.049784,1
bs2,6,500000,0.001034,0.006818,0.000000,0.002190,0.036835,0.046400,1
bs2,8,500000,0.000864,0.005331,0.000000,0.001663,0.036319,0.043763,1
bs2,10,500000,0.000842,0.004250,0.000000,0.001317,0.036817,0.042765,1
bs2,12,500000,0.000957,0.003625,0.000000,0.001143,0.037526,0.042645,1
bs2,16,500000,0.000885,0.002739,0.000000,0.000881,0.034694,0.038652,1
bs2,20,500000,0.000970,0.002252,0.000000,0.000801,0.037084,0.040472,1
bs2,24,500000,0.001003,0.001928,0.000000,0.000809,0.034994,0.038021,1
bs2,32,500000,0.001210,0.002793,0.000000,0.000895,0.044684,0.048790,1
bs2,48,500000,0.001690,0.002218,0.000000,0.001041,0.046502,0.050138,1
bs2,1,550000,0.004050,0.042720,0.000000,0.013849,0.014630,0.074206,1
bs2,2,550000,0.002443,0.020913,0.000000,0.007073,0.032669,0.062134,1
bs2,3,550000,0.001663,0.015312,0.000000,0.004851,0.037653,0.058874,1
bs2,4,550000,0.001432,0.011208,0.000000,0.003696,0.039293,0.055009,1
bs2,6,550000,0.000965,0.008465,0.000000,0.002487,0.040103,0.051645,1
bs2,8,550000,0.000932,0.005852,0.000000,0.001856,0.040813,0.049020,1
bs2,10,550000,0.000838,0.004711,0.000000,0.001508,0.042389,0.049024,1
bs2,12,550000,0.000825,0.004248,0.000000,0.001292,0.040294,0.046225,1
bs2,16,550000,0.000960,0.003244,0.000000,0.001004,0.040440,0.045029,1
bs2,20,550000,0.001058,0.002492,0.000000,0.000958,0.040126,0.043895,1
bs2,24,550000,0.001051,0.002129,0.000000,0.000974,0.039472,0.042937,1
bs2,32,550000,0.001245,0.003213,0.000000,0.001063,0.048262,0.052920,1
bs2,48,550000,0.001824,0.002520,0.000000,0.001182,0.049594,0.053696,1
bs2,1,600000,0.004821,0.046687,0.000000,0.015282,0.016016,0.080993,1
bs2,2,600000,0.002820,0.024179,0.000000,0.007808,0.035065,0.068651,1
bs2,3,600000,0.001716,0.017015,0.000000,0.005333,0.040948,0.064408,1
bs2,4,600000,0.001460,0.012998,0.000000,0.004037,0.042496,0.060395,1
bs2,6,600000,0.001143,0.008977,0.000000,0.002733,0.044563,0.056933,1
bs2,8,600000,0.001128,0.007077,0.000000,0.002097,0.042989,0.052914,1
bs2,10,600000,0.000889,0.005411,0.000000,0.001672,0.044323,0.051874,1
bs2,12,600000,0.000953,0.004635,0.000000,0.001458,0.042527,0.049067,1
bs2,16,600000,0.000803,0.003546,0.000000,0.001150,0.042299,0.047353,1
bs2,20,600000,0.000962,0.002864,0.000000,0.001106,0.042185,0.046492,1
bs2,24,600000,0.001163,0.002649,0.000000,0.001137,0.042701,0.047281,1
bs2,32,600000,0.001254,0.003430,0.000000,0.001215,0.053630,0.058738,1
bs2,48,600000,0.001592,0.002748,0.000000,0.001269,0.054214,0.058685,1
bs2,1,650000,0.005260,0.050038,0.000000,0.016741,0.017434,0.087468,1
bs2,2,650000,0.002637,0.028312,0.000000,0.008598,0.038812,0.077443,1
bs2,3,650000,0.002115,0.018117,0.000000,0.005840,0.044657,0.069826,1
bs2,4,650000,0.001578,0.014040,0.000000,0.004425,0.050150,0.069557,1
bs2,6,650000,0.001176,0.009663,0.000000,0.003021,0.047616,0.061013,1
bs2,8,650000,0.001072,0.007601,0.000000,0.002314,0.047976,0.058634,1
bs2,10,650000,0.000944,0.006068,0.000000,0.001814,0.047781,0.056367,1
bs2,12,650000,0.000919,0.005242,0.000000,0.001591,0.046276,0.053774,1
bs2,16,650000,0.000932,0.003802,0.000000,0.001287,0.045655,0.051151,1
bs2,20,650000,0.000987,0.003125,0.000000,0.001252,0.047944,0.052677,1
bs2,24,650000,0.001041,0.002639,0.000000,0.001313,0.049466,0.053780,1
bs2,32,650000,0.001350,0.003851,0.000000,0.001369,0.057476,0.063177,1
bs2,48,650000,0.001755,0.003150,0.000000,0.001724,0.061120,0.066740,1
bs2,1,700000,0.005329,0.057042,0.000000,0.018073,0.018754,0.097374,1
bs2,2,700000,0.003050,0.029153,0.000000,0.009236,0.042695,0.082778,1
bs2,3,700000,0.001785,0.020818,0.000000,0.006274,0.050780,0.079175,1
bs2,4,700000,0.001736,0.015999,0.000000,0.004825,0.053220,0.075065,1
bs2,6,700000,0.001384,0.010962,0.000000,0.003253,0.052466,0.067445,1
bs2,8,700000,0.001312,0.008017,0.000000,0.002498,0.050972,0.062256,1
bs2,10,700000,0.001079,0.006643,0.000000,0.002006,0.050990,0.060169,1
bs2,12,700000,0.000969,0.005535,0.000000,0.001730,0.051161,0.059072,1
bs2,16,700000,0.000888,0.004274,0.000000,0.001407,0.050085,0.056447,1
bs2,20,700000,0.001021,0.003548,0.000000,0.001419,0.049600,0.054975,1
bs2,24,700000,0.001032,0.003000,0.000000,0.001463,0.050203,0.055323,1
bs2,32,700000,0.001279,0.004039,0.000000,0.001662,0.064669,0.071141,1
bs2,48,700000,0.001988,0.003210,0.000000,0.001601,0.065051,0.070390,1
bs2,1,725000,0.005943,0.056980,0.000000,0.018762,0.019502,0.098971,1
bs2,2,725000,0.003060,0.031778,0.000000,0.009584,0.044926,0.088207,1
bs2,3,725000,0.002196,0.022090,0.000000,0.006540,0.051580,0.081551,1
bs2,4,725000,0.001514,0.016560,0.000000,0.004979,0.055319,0.077997,1
bs2,6,725000,0.001274,0.010992,0.000000,0.003405,0.053847,0.069095,1
bs2,8,725000,0.001094,0.008515,0.000000,0.002632,0.053534,0.065481,1
bs2,10,725000,0.001035,0.006799,0.000000,0.002105,0.053371,0.063000,1
bs2,12,725000,0.000919,0.006046,0.000000,0.001832,0.051198,0.059585,1
bs2,16,725000,0.000963,0.004553,0.000000,0.001489,0.051290,0.058048,1
bs2,20,725000,0.001057,0.003757,0.000000,0.001528,0.051511,0.057231,1
bs2,24,725000,0.001169,0.003190,0.000000,0.001555,0.054160,0.059581,1
bs2,32,725000,0.001254,0.004039,0.000000,0.001612,0.065318,0.071499,1
bs2,48,725000,0.001724,0.003544,0.000000,0.001984,0.065927,0.072176,1
bs2,1,750000,0.005683,0.060488,0.000000,0.019528,0.019997,0.103773,1
bs2,2,750000,0.003067,0.032818,0.000000,0.009876,0.043263,0.087768,1
bs2,3,750000,0.002317,0.021996,0.000000,0.006721,0.055436,0.085533,1
bs2,4,750000,0.002005,0.017631,0.000000,0.005152,0.053842,0.077906,1
bs2,6,750000,0.001296,0.012164,0.000000,0.003532,0.057756,0.074438,1
bs2,8,750000,0.001062,0.008852,0.000000,0.002706,0.056193,0.068420,1
bs2,10,750000,0.001122,0.007297,0.000000,0.002174,0.054236,0.064405,1
bs2,12,750000,0.000898,0.006067,0.000000,0.001919,0.054442,0.062945,1
bs2,16,750000,0.001082,0.004634,0.000000,0.001563,0.055058,0.061709,1
bs2,20,750000,0.001097,0.003766,0.000000,0.001553,0.053875,0.059632,1
bs2,24,750000,0.001121,0.003408,0.000000,0.001623,0.053562,0.059375,1
bs2,32,750000,0.001332,0.004323,0.000000,0.001723,0.068542,0.075093,1
bs2,48,750000,0.001803,0.003518,0.000000,0.001803,0.068417,0.074329,1
bs2,1,775000,0.005922,0.067066,0.000000,0.020142,0.020754,0.111388,1
bs2,2,775000,0.003248,0.033523,0.000000,0.010260,0.045703,0.091536,1
bs2,3,775000,0.002520,0.023954,0.000000,0.006992,0.057381,0.089736,1
bs2,4,775000,0.001910,0.018018,0.000000,0.005387,0.055375,0.079896,1
bs2,6,775000,0.001319,0.012334,0.000000,0.003688,0.056032,0.072881,1
bs2,8,775000,0.001157,0.009650,0.000000,0.002809,0.056895,0.070232,1
bs2,10,775000,0.000962,0.007272,0.000000,0.002265,0.056376,0.066637,1
bs2,12,775000,0.000995,0.006363,0.000000,0.002001,0.056138,0.065036,1
bs2,16,775000,0.001040,0.004851,0.000000,0.001623,0.055841,0.063014,1
bs2,20,775000,0.001115,0.003987,0.000000,0.001631,0.057212,0.063496,1
bs2,24,775000,0.001418,0.003580,0.000000,0.001664,0.054608,0.060540,1
bs2,32,775000,0.001576,0.004652,0.000000,0.001851,0.068168,0.075343,1
bs2,48,775000,0.001927,0.003665,0.000000,0.001869,0.070110,0.076235,1
bs2,1,800000,0.006282,0.066398,0.000000,0.020730,0.021199,0.111898,1
bs2,2,800000,0.003261,0.034586,0.000000,0.010586,0.048872,0.095863,1
bs2,3,800000,0.002195,0.024041,0.000000,0.007244,0.055583,0.088416,1
bs2,4,800000,0.001631,0.018991,0.000000,0.005521,0.061654,0.087323,1
bs2,6,800000,0.001456,0.012391,0.000000,0.003808,0.058961,0.076049,1
bs2,8,800000,0.001152,0.010056,0.000000,0.003432,0.061622,0.075815,1
bs2,10,800000,0.001081,0.007719,0.000000,0.002352,0.056540,0.067377,1
bs2,12,800000,0.001036,0.006571,0.000000,0.002034,0.058279,0.067574,1
bs2,16,800000,0.001060,0.004931,0.000000,0.001710,0.055612,0.062751,1
bs2,20,800000,0.001171,0.004254,0.000000,0.001755,0.057013,0.063461,1
bs2,24,800000,0.001207,0.003590,0.000000,0.001764,0.060437,0.066467,1
bs2,32,800000,0.001457,0.004725,0.000000,0.001863,0.073643,0.080766,1
bs2,48,800000,0.001781,0.004048,0.000000,0.002177,0.072282,0.079229,1
bs2,1,825000,0.006387,0.067446,0.000000,0.021407,0.022109,0.115087,1
bs2,2,825000,0.003386,0.036575,0.000000,0.010896,0.047726,0.097169,1
bs2,3,825000,0.001949,0.025257,0.000000,0.007417,0.061910,0.096320,1
bs2,4,825000,0.001813,0.018965,0.000000,0.005735,0.062030,0.087923,1
