algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs3,24,1500000,0.001462,0.009186,0.074902,0.100960,0.555403,3.713143,1
bs3,32,1500000,0.001523,0.009714,0.101107,0.132335,0.814364,5.044159,1
bs3,48,1500000,0.001976,0.011306,0.098750,0.131517,1.160213,7.639553,1
bs3,1,2000000,0.015232,0.121451,0.067475,0.098312,0.050887,0.479787,1
bs3,2,2000000,0.007487,0.053681,0.166200,0.105168,0.173443,0.833406,1
bs3,3,2000000,0.005141,0.037478,0.159919,0.120483,0.222301,1.041042,1
bs3,4,2000000,0.004282,0.029153,0.158814,0.131361,0.259851,1.246546,1
bs3,6,2000000,0.002822,0.022740,0.157038,0.139709,0.323263,1.642279,1
bs3,8,2000000,0.002146,0.017846,0.156745,0.138834,0.378834,2.026810,1
bs3,10,2000000,0.001898,0.015748,0.150511,0.133710,0.391162,2.346154,1
bs3,12,2000000,0.001712,0.014835,0.141076,0.141085,0.492600,2.787815,1
bs3,16,2000000,0.001822,0.013762,0.144190,0.143824,0.548992,3.496193,1
bs3,20,2000000,0.001671,0.012869,0.108995,0.136932,0.641711,4.200924,1
bs3,24,2000000,0.001455,0.012359,0.109488,0.139498,0.745235,4.968284,1
bs3,32,2000000,0.001621,0.013176,0.135600,0.179179,1.092046,6.739123,1
bs3,48,2000000,0.002071,0.015612,0.127311,0.180028,1.548999,9.883641,1
bs3,1,2500000,0.018950,0.142430,0.082296,0.123482,0.063600,0.589284,1
bs3,2,2500000,0.009647,0.067085,0.228602,0.171867,0.264732,1.150067,1
bs3,3,2500000,0.006499,0.049442,0.206846,0.157078,0.284220,1.323509,1
bs3,4,2500000,0.005027,0.036176,0.195163,0.158166,0.319397,1.540852,1
bs3,6,2500000,0.003352,0.027324,0.199065,0.175456,0.403639,2.053852,1
bs3,8,2500000,0.003035,0.022523,0.195307,0.175743,0.473739,2.538680,1
bs3,10,2500000,0.002600,0.019997,0.190208,0.174954,0.494586,2.941331,1
bs3,12,2500000,0.001893,0.017977,0.173990,0.170324,0.607727,3.467173,1
bs3,16,2500000,0.001914,0.017069,0.175088,0.174956,0.678276,4.352748,1
bs3,20,2500000,0.001693,0.016832,0.139081,0.173283,0.807381,5.280627,1
bs3,24,2500000,0.001650,0.015919,0.134982,0.170981,0.925768,6.220041,1
bs3,32,2500000,0.001865,0.016788,0.160800,0.227491,1.367746,8.415913,1
bs3,48,2500000,0.002196,0.019514,0.157989,0.221985,1.957163,12.318360,1
