algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs3,32,5000,0.000702,0.000794,0.002942,0.000019,0.000038,0.004779,1
bs3,48,5000,0.001063,0.000783,0.003415,0.000030,0.000051,0.006065,1
bs3,1,10000,0.000091,0.000353,0.000541,0.000196,0.000102,0.001319,1
bs3,2,10000,0.000089,0.000329,0.000635,0.000107,0.000073,0.001349,1
bs3,3,10000,0.000097,0.000448,0.000847,0.000075,0.000061,0.001692,1
bs3,4,10000,0.000128,0.000360,0.000876,0.000058,0.000054,0.001876,1
bs3,6,10000,0.000150,0.000507,0.000843,0.000043,0.000050,0.002010,1
bs3,8,10000,0.000185,0.000430,0.000877,0.000037,0.000047,0.002209,1
bs3,10,10000,0.000223,0.000411,0.001205,0.000030,0.000046,0.002601,1
bs3,12,10000,0.000259,0.000569,0.001447,0.000028,0.000044,0.002815,1
bs3,16,10000,0.000357,0.000501,0.002015,0.000024,0.000046,0.003593,1
bs3,20,10000,0.000423,0.000554,0.002426,0.000021,0.000045,0.004246,1
bs3,24,10000,0.000501,0.000762,0.002910,0.000020,0.000046,0.005403,1
bs3,32,10000,0.000711,0.000770,0.006126,0.000025,0.000068,0.008992,1
bs3,48,10000,0.001379,0.000936,0.007196,0.000028,0.000084,0.011377,1
bs3,1,30000,0.000274,0.001110,0.001202,0.000560,0.000308,0.003604,1
bs3,2,30000,0.000183,0.000890,0.002089,0.000305,0.000206,0.003954,1
bs3,3,30000,0.000162,0.000961,0.002289,0.000218,0.000174,0.004487,1
bs3,4,30000,0.000168,0.000752,0.002525,0.000164,0.000177,0.004477,1
bs3,6,30000,0.000190,0.001175,0.002308,0.000127,0.000149,0.005236,1
bs3,8,30000,0.000223,0.000721,0.002680,0.000090,0.000136,0.005092,1
bs3,10,30000,0.000264,0.000734,0.003607,0.000075,0.000130,0.006269,1
bs3,12,30000,0.000302,0.000772,0.002441,0.000067,0.000149,0.005494,1
bs3,16,30000,0.000392,0.000901,0.005954,0.000056,0.000145,0.009946,1
bs3,20,30000,0.000461,0.001005,0.002667,0.000055,0.000147,0.007282,1
bs3,24,30000,0.000556,0.001130,0.008832,0.000043,0.000156,0.014394,1
bs3,32,30000,0.001107,0.001108,0.019076,0.000055,0.000196,0.025892,1
bs3,48,30000,0.001513,0.001338,0.021410,0.000056,0.000245,0.031774,1
bs3,1,50000,0.000453,0.001490,0.001716,0.000926,0.000520,0.005285,1
bs3,2,50000,0.000287,0.001028,0.003942,0.000507,0.000375,0.006267,1
bs3,3,50000,0.000227,0.001034,0.003811,0.000368,0.000307,0.006429,1
bs3,4,50000,0.000221,0.001206,0.003706,0.000309,0.000300,0.006782,1
bs3,6,50000,0.000232,0.000874,0.004235,0.000206,0.000245,0.007089,1
bs3,8,50000,0.000249,0.001410,0.003953,0.000176,0.000276,0.008028,1
bs3,10,50000,0.000295,0.001282,0.004272,0.000143,0.000273,0.009191,1
bs3,12,50000,0.000323,0.001210,0.005274,0.000123,0.000246,0.010298,1
bs3,16,50000,0.000397,0.001543,0.003774,0.000101,0.000258,0.010403,1
bs3,20,50000,0.000477,0.001772,0.004016,0.000086,0.000259,0.012181,1
bs3,24,50000,0.000562,0.001690,0.005927,0.000075,0.000257,0.015105,1
bs3,32,50000,0.000787,0.001811,0.011438,0.000088,0.000332,0.022796,1
bs3,48,50000,0.001137,0.001886,0.006774,0.000081,0.000378,0.023308,1
bs3,1,100000,0.000863,0.002344,0.003891,0.001956,0.001141,0.010261,1
bs3,2,100000,0.000517,0.001923,0.008455,0.001110,0.000839,0.013691,1
bs3,3,100000,0.000379,0.002506,0.008000,0.000807,0.000724,0.013174,1
bs3,4,100000,0.000341,0.002250,0.008422,0.000621,0.000701,0.013741,1
bs3,6,100000,0.000320,0.002119,0.008000,0.000410,0.000596,0.014175,1
bs3,8,100000,0.000337,0.002126,0.008410,0.000329,0.000569,0.016348,1
bs3,10,100000,0.000555,0.001995,0.008844,0.000270,0.000550,0.017434,1
bs3,12,100000,0.000379,0.001996,0.008802,0.000209,0.000522,0.018388,1
bs3,16,100000,0.000451,0.002789,0.010308,0.000162,0.000506,0.022884,1
bs3,20,100000,0.000544,0.002686,0.010430,0.000137,0.000501,0.025087,1
bs3,24,100000,0.000604,0.002958,0.009390,0.000145,0.000507,0.026513,1
bs3,32,100000,0.000827,0.003008,0.008391,0.000158,0.000617,0.030275,1
bs3,48,100000,0.001151,0.003243,0.011450,0.000149,0.000716,0.043425,1
bs3,1,150000,0.001270,0.003736,0.005944,0.003081,0.001971,0.015696,1
bs3,2,150000,0.000729,0.003486,0.011833,0.001789,0.001336,0.019836,1
bs3,3,150000,0.000517,0.003570,0.012492,0.001268,0.001242,0.020506,1
bs3,4,150000,0.000460,0.003335,0.013424,0.000993,0.001157,0.021826,1
bs3,6,150000,0.000397,0.003156,0.012080,0.000659,0.000983,0.021540,1
bs3,8,150000,0.000381,0.003038,0.012560,0.000497,0.000899,0.023632,1
bs3,10,150000,0.000394,0.002983,0.013267,0.000345,0.000832,0.025530,1
bs3,12,150000,0.000417,0.003071,0.011419,0.000338,0.000816,0.025878,1
bs3,16,150000,0.000492,0.003663,0.014119,0.000224,0.000773,0.032276,1
bs3,20,150000,0.000546,0.003918,0.012375,0.000225,0.000760,0.034162,1
bs3,24,150000,0.000656,0.004403,0.011106,0.000196,0.000742,0.036906,1
bs3,32,150000,0.000842,0.004359,0.012821,0.000262,0.000902,0.045086,1
bs3,48,150000,0.001170,0.004830,0.020367,0.000216,0.001073,0.067323,1
bs3,1,200000,0.001705,0.005866,0.008026,0.004075,0.002753,0.021971,1
bs3,2,200000,0.000896,0.004921,0.016096,0.002484,0.001950,0.027368,1
bs3,3,200000,0.000654,0.004653,0.017408,0.001729,0.001765,0.028606,1
bs3,4,200000,0.000562,0.004371,0.018023,0.001306,0.001585,0.029536,1
bs3,6,200000,0.000467,0.004128,0.016200,0.000869,0.001337,0.029294,1
bs3,8,200000,0.000436,0.004032,0.016580,0.000665,0.001247,0.031234,1
bs3,10,200000,0.000445,0.004149,0.017121,0.000439,0.001094,0.034090,1
bs3,12,200000,0.000458,0.003917,0.016060,0.000448,0.001117,0.035253,1
bs3,16,200000,0.000525,0.004776,0.016185,0.000357,0.001077,0.040275,1
bs3,20,200000,0.000594,0.005253,0.017186,0.000294,0.001022,0.046284,1
bs3,24,200000,0.000672,0.005818,0.017524,0.000264,0.001053,0.051312,1
bs3,32,200000,0.000848,0.005804,0.021000,0.000364,0.001229,0.063619,1
bs3,48,200000,0.001277,0.006380,0.030498,0.000251,0.001406,0.092679,1
bs3,1,250000,0.002096,0.007299,0.009880,0.005267,0.003629,0.027684,1
bs3,2,250000,0.001153,0.006475,0.019848,0.003061,0.002523,0.034534,1
bs3,3,250000,0.000819,0.006331,0.022176,0.002126,0.002155,0.037022,1
bs3,4,250000,0.000668,0.005579,0.021104,0.001642,0.002037,0.035894,1
bs3,6,250000,0.000547,0.005049,0.020228,0.001081,0.001681,0.036693,1
bs3,8,250000,0.000495,0.004894,0.020824,0.000785,0.001561,0.039239,1
bs3,10,250000,0.000514,0.005158,0.020833,0.000630,0.001464,0.042098,1
bs3,12,250000,0.000492,0.005073,0.019742,0.000574,0.001451,0.043650,1
bs3,16,250000,0.000544,0.006122,0.021632,0.000426,0.001377,0.051511,1
bs3,20,250000,0.000621,0.006578,0.019903,0.000379,0.001342,0.056061,1
bs3,24,250000,0.000729,0.007266,0.017886,0.000357,0.001309,0.060259,1
bs3,32,250000,0.000922,0.007086,0.021272,0.000434,0.001541,0.074240,1
bs3,48,250000,0.001356,0.007817,0.036041,0.000356,0.001761,0.113508,1
bs3,1,300000,0.002523,0.009466,0.012056,0.006346,0.004025,0.034287,1
bs3,2,300000,0.001375,0.007951,0.023856,0.003729,0.003091,0.041967,1
bs3,3,300000,0.000959,0.007013,0.026902,0.002544,0.002731,0.044238,1
bs3,4,300000,0.000781,0.006924,0.025407,0.001957,0.002469,0.043875,1
bs3,6,300000,0.000626,0.006098,0.024173,0.001282,0.002069,0.043881,1
bs3,8,300000,0.000663,0.006205,0.024464,0.000978,0.001896,0.047049,1
bs3,10,300000,0.000540,0.006148,0.024959,0.000780,0.001828,0.050312,1
bs3,12,300000,0.000544,0.006067,0.024033,0.000669,0.001755,0.052821,1
bs3,16,300000,0.000567,0.007360,0.025123,0.000537,0.001717,0.061271,1
bs3,20,300000,0.000662,0.007752,0.023698,0.000452,0.001701,0.066862,1
bs3,24,300000,0.000915,0.008483,0.027348,0.000408,0.001085,0.077325,1
bs3,32,300000,0.000935,0.008827,0.029819,0.000515,0.001832,0.093734,1
bs3,48,300000,0.001336,0.009303,0.033926,0.000389,0.002064,0.126382,1
bs3,1,350000,0.002935,0.011415,0.014008,0.007520,0.005378,0.040808,1
bs3,2,350000,0.001532,0.009327,0.029348,0.004356,0.003622,0.050414,1
bs3,3,350000,0.001111,0.008371,0.029940,0.002982,0.003190,0.050255,1
bs3,4,350000,0.000907,0.007759,0.030140,0.002303,0.002437,0.050311,1
bs3,6,350000,0.000727,0.007292,0.028575,0.001489,0.002446,0.051547,1
bs3,8,350000,0.000778,0.006915,0.028994,0.001115,0.002273,0.054887,1
bs3,10,350000,0.000804,0.007165,0.030294,0.000929,0.002105,0.060456,1
bs3,12,350000,0.000835,0.007025,0.027854,0.000809,0.002128,0.061222,1
bs3,16,350000,0.000598,0.008638,0.028014,0.000631,0.002124,0.071140,1
bs3,20,350000,0.000954,0.009067,0.027647,0.000534,0.002092,0.078032,1
bs3,24,350000,0.001040,0.009902,0.029070,0.000454,0.001996,0.087523,1
bs3,32,350000,0.000988,0.010001,0.034993,0.000565,0.001652,0.108567,1
bs3,48,350000,0.001365,0.010929,0.037821,0.000608,0.002006,0.145101,1
bs3,1,400000,0.002961,0.013212,0.016259,0.008772,0.005749,0.046547,1
bs3,2,400000,0.001813,0.010537,0.033121,0.005057,0.003695,0.056922,1
bs3,3,400000,0.001166,0.009724,0.033925,0.003466,0.003695,0.057780,1
bs3,4,400000,0.001000,0.008781,0.036172,0.002628,0.002892,0.059603,1
bs3,6,400000,0.000776,0.008092,0.033511,0.001700,0.002300,0.059014,1
bs3,8,400000,0.000868,0.007909,0.032839,0.001321,0.002113,0.061650,1
bs3,10,400000,0.000628,0.008219,0.033313,0.001082,0.002031,0.066906,1
bs3,12,400000,0.000625,0.008141,0.031335,0.000918,0.002037,0.069309,1
bs3,16,400000,0.000891,0.009847,0.035237,0.000731,0.001992,0.082720,1
bs3,20,400000,0.000934,0.010391,0.034944,0.000618,0.002005,0.091772,1
bs3,24,400000,0.000734,0.011460,0.030872,0.000528,0.001777,0.097720,1
bs3,32,400000,0.000968,0.011620,0.036102,0.000713,0.002050,0.120689,1
bs3,48,400000,0.001829,0.012392,0.049731,0.000689,0.002813,0.172828,1
bs3,1,450000,0.003354,0.014967,0.018101,0.010088,0.006454,0.052455,1
bs3,2,450000,0.001822,0.012012,0.036097,0.005629,0.004255,0.063156,1
bs3,3,450000,0.001495,0.010697,0.037778,0.003860,0.003684,0.063722,1
bs3,4,450000,0.001198,0.010032,0.038444,0.002948,0.003320,0.064983,1
bs3,6,450000,0.001229,0.008999,0.036531,0.001936,0.002679,0.065359,1
bs3,8,450000,0.000921,0.009020,0.037138,0.001515,0.002505,0.069911,1
bs3,10,450000,0.000666,0.009268,0.037335,0.001207,0.002863,0.075809,1
bs3,12,450000,0.000909,0.009007,0.035418,0.001068,0.002392,0.077755,1
bs3,16,450000,0.000670,0.011158,0.035345,0.000822,0.002815,0.089807,1
bs3,20,450000,0.000953,0.011807,0.032268,0.000710,0.002416,0.096564,1
bs3,24,450000,0.001012,0.012994,0.036517,0.000619,0.002071,0.111612,1
bs3,32,450000,0.001419,0.012789,0.045657,0.000819,0.002394,0.140848,1
bs3,48,450000,0.001829,0.014207,0.042685,0.000499,0.003142,0.180736,1
bs3,1,500000,0.003791,0.017212,0.019787,0.011307,0.007191,0.058639,1
bs3,2,500000,0.002072,0.013743,0.042434,0.006303,0.004762,0.073034,1
bs3,3,500000,0.001524,0.011671,0.045213,0.004297,0.004195,0.074360,1
bs3,4,500000,0.001260,0.011302,0.043181,0.003279,0.003769,0.072832,1
bs3,6,500000,0.000965,0.010147,0.040603,0.002201,0.003079,0.072837,1
bs3,8,500000,0.001033,0.010004,0.041623,0.001653,0.002861,0.078383,1
bs3,10,500000,0.000890,0.010328,0.041804,0.001373,0.002734,0.083588,1
bs3,12,500000,0.000838,0.010221,0.038360,0.001180,0.002734,0.085741,1
bs3,16,500000,0.000893,0.012332,0.040524,0.000916,0.002649,0.100357,1
bs3,20,500000,0.000896,0.013299,0.037397,0.000781,0.003196,0.109991,1
bs3,24,500000,0.001000,0.014287,0.037152,0.000697,0.002422,0.120770,1
bs3,32,500000,0.001218,0.014517,0.048731,0.001053,0.002784,0.155525,1
bs3,48,500000,0.001692,0.015839,0.049480,0.000710,0.003009,0.202927,1
bs3,1,550000,0.004129,0.019754,0.021874,0.012484,0.008052,0.065532,1
bs3,2,550000,0.002275,0.015227,0.045446,0.006966,0.005329,0.079738,1
bs3,3,550000,0.001671,0.013306,0.047164,0.004736,0.004651,0.079488,1
bs3,4,550000,0.001337,0.012291,0.047474,0.003622,0.004223,0.080240,1
bs3,6,550000,0.001244,0.011191,0.044377,0.002434,0.003466,0.080003,1
bs3,8,550000,0.000981,0.010993,0.044879,0.001884,0.003234,0.085617,1
bs3,10,550000,0.000868,0.011359,0.046033,0.001495,0.003098,0.092278,1
bs3,12,550000,0.000896,0.011176,0.042091,0.001282,0.003105,0.094205,1
bs3,16,550000,0.000889,0.013551,0.043890,0.001014,0.002995,0.110161,1
bs3,20,550000,0.001028,0.014496,0.042042,0.000882,0.003086,0.121547,1
bs3,24,550000,0.001107,0.015710,0.045829,0.000780,0.002823,0.138161,1
bs3,32,550000,0.001242,0.016198,0.047979,0.000933,0.002624,0.164455,1
bs3,48,550000,0.001693,0.017582,0.062982,0.000624,0.003296,0.231746,1
bs3,1,600000,0.004801,0.021468,0.023676,0.013784,0.008754,0.071384,1
bs3,2,600000,0.002374,0.016275,0.049179,0.007552,0.005381,0.085321,1
bs3,3,600000,0.002157,0.014654,0.053185,0.005145,0.005169,0.088724,1
bs3,4,600000,0.001549,0.013461,0.050576,0.003947,0.004627,0.086195,1
bs3,6,600000,0.001228,0.011930,0.049505,0.002643,0.003806,0.088400,1
bs3,8,600000,0.001125,0.011879,0.049854,0.002018,0.003605,0.094040,1
bs3,10,600000,0.001063,0.012244,0.050957,0.001683,0.003006,0.101063,1
bs3,12,600000,0.000990,0.012111,0.047379,0.001428,0.002979,0.103730,1
bs3,16,600000,0.000980,0.014928,0.048187,0.001118,0.003326,0.120674,1
bs3,20,600000,0.001041,0.015734,0.046146,0.000952,0.002880,0.131595,1
bs3,24,600000,0.001049,0.017356,0.046233,0.000979,0.003463,0.147603,1
bs3,32,600000,0.001286,0.017302,0.056590,0.000948,0.003535,0.183839,1
bs3,48,600000,0.001826,0.019081,0.066366,0.000684,0.003170,0.249104,1
bs3,1,650000,0.004488,0.023468,0.026113,0.015029,0.009132,0.077927,1
bs3,2,650000,0.002834,0.017792,0.052548,0.008210,0.005958,0.092024,1
bs3,3,650000,0.001687,0.015803,0.054805,0.005623,0.005122,0.092558,1
bs3,4,650000,0.001568,0.014435,0.054834,0.004262,0.004590,0.092861,1
bs3,6,650000,0.001566,0.013346,0.054103,0.002861,0.004219,0.096339,1
bs3,8,650000,0.001187,0.012794,0.053403,0.002199,0.003489,0.100891,1
bs3,10,650000,0.000999,0.013506,0.053916,0.001808,0.003822,0.108954,1
bs3,12,650000,0.001042,0.013028,0.049511,0.001547,0.003271,0.110524,1
bs3,16,650000,0.000934,0.016184,0.054575,0.001198,0.003679,0.132970,1
bs3,20,650000,0.000975,0.017103,0.046706,0.001032,0.003179,0.139585,1
bs3,24,650000,0.001121,0.018635,0.052412,0.000952,0.003646,0.161323,1
bs3,32,650000,0.001304,0.019012,0.059861,0.001174,0.003453,0.197457,1
bs3,48,650000,0.001669,0.020703,0.061686,0.000897,0.003636,0.260233,1
bs3,1,700000,0.005604,0.025861,0.028343,0.016313,0.009942,0.084504,1
bs3,2,700000,0.003016,0.019486,0.056051,0.008842,0.006487,0.098669,1
bs3,3,700000,0.001898,0.016936,0.063617,0.006019,0.006132,0.104588,1
bs3,4,700000,0.001552,0.015713,0.060059,0.004600,0.005518,0.101440,1
bs3,6,700000,0.001506,0.014383,0.057506,0.003103,0.004619,0.103032,1
bs3,8,700000,0.001018,0.014199,0.058450,0.002381,0.004254,0.110697,1
bs3,10,700000,0.001169,0.014316,0.057567,0.001962,0.003658,0.116691,1
bs3,12,700000,0.000973,0.014017,0.054879,0.001670,0.004193,0.121350,1
bs3,16,700000,0.001059,0.017288,0.056251,0.001321,0.003588,0.140455,1
bs3,20,700000,0.000972,0.018441,0.049549,0.001135,0.003576,0.149815,1
bs3,24,700000,0.001181,0.020232,0.056340,0.001031,0.003492,0.173835,1
bs3,32,700000,0.001320,0.020160,0.066149,0.001134,0.003773,0.214389,1
bs3,48,700000,0.001793,0.022424,0.072479,0.000709,0.004391,0.287356,1
bs3,1,725000,0.005572,0.026612,0.029113,0.016813,0.010298,0.087425,1
bs3,2,725000,0.003154,0.020123,0.059549,0.009095,0.006769,0.103935,1
bs3,3,725000,0.002268,0.017698,0.065033,0.006207,0.006343,0.107866,1
bs3,4,725000,0.001670,0.016077,0.061107,0.004785,0.005275,0.103548,1
bs3,6,725000,0.001623,0.014821,0.060579,0.003230,0.004334,0.107019,1
bs3,8,725000,0.001070,0.014526,0.060558,0.002481,0.004001,0.114061,1
bs3,10,725000,0.001136,0.014998,0.061040,0.002052,0.003851,0.122383,1
bs3,12,725000,0.000970,0.014556,0.055926,0.001711,0.004366,0.124919,1
bs3,16,725000,0.000969,0.017852,0.058626,0.001346,0.004240,0.146070,1
bs3,20,725000,0.001018,0.018872,0.056740,0.001166,0.003772,0.160373,1
bs3,24,725000,0.001145,0.020999,0.057954,0.001042,0.003662,0.179086,1
bs3,32,725000,0.001429,0.021123,0.066337,0.001268,0.003967,0.220471,1
bs3,48,725000,0.001759,0.023737,0.074084,0.000826,0.004122,0.296516,1
bs3,1,750000,0.005795,0.027973,0.029996,0.017518,0.010732,0.090804,1
bs3,2,750000,0.002971,0.020714,0.062563,0.009433,0.007008,0.108775,1
bs3,3,750000,0.002180,0.018052,0.064586,0.006441,0.006146,0.107897,1
bs3,4,750000,0.001673,0.016841,0.064867,0.004929,0.005495,0.109023,1
bs3,6,750000,0.001576,0.015058,0.061003,0.003336,0.004491,0.109182,1
bs3,8,750000,0.001098,0.015111,0.060953,0.002558,0.004177,0.115873,1
bs3,10,750000,0.001082,0.015524,0.062891,0.002065,0.003981,0.126355,1
bs3,12,750000,0.001181,0.015171,0.056246,0.001791,0.003983,0.127002,1
bs3,16,750000,0.001120,0.018355,0.059453,0.001406,0.003939,0.149453,1
bs3,20,750000,0.001095,0.019475,0.054051,0.001225,0.003979,0.161293,1
bs3,32,750000,0.001369,0.022026,0.063397,0.001420,0.004680,0.223985,1
bs3,48,750000,0.001756,0.024257,0.082019,0.000852,0.004243,0.311985,1
bs3,1,775000,0.006329,0.028641,0.030697,0.018022,0.011089,0.093540,1
bs3,2,775000,0.003062,0.021292,0.062942,0.009793,0.007330,0.110595,1
bs3,3,775000,0.002389,0.018775,0.066551,0.006655,0.006404,0.111354,1
bs3,4,775000,0.001816,0.017551,0.065123,0.005094,0.005661,0.111175,1
bs3,6,775000,0.001380,0.015637,0.064500,0.003455,0.004708,0.114298,1
bs3,8,775000,0.001201,0.015468,0.063572,0.002627,0.004393,0.120222,1
bs3,10,775000,0.001069,0.015990,0.063977,0.002149,0.004205,0.129460,1
bs3,12,775000,0.000995,0.015660,0.060512,0.001868,0.004262,0.133707,1
bs3,16,775000,0.001017,0.019204,0.064294,0.001446,0.004126,0.157179,1
bs3,20,775000,0.001102,0.020528,0.062697,0.001285,0.004062,0.174162,1
bs3,24,775000,0.001321,0.022258,0.063151,0.001271,0.004417,0.193721,1
bs3,32,775000,0.001372,0.022495,0.065869,0.001252,0.004383,0.230329,1
bs3,48,775000,0.001736,0.024999,0.081003,0.001010,0.004644,0.318340,1
bs3,1,800000,0.006089,0.030028,0.031868,0.018691,0.011568,0.097332,1
bs3,2,800000,0.003243,0.022242,0.064171,0.010081,0.007585,0.113595,1
bs3,3,800000,0.002659,0.019100,0.068580,0.006912,0.006594,0.114982,1
bs3,4,800000,0.001897,0.017911,0.068716,0.005282,0.005929,0.115633,1
bs3,6,800000,0.001401,0.016105,0.065966,0.003563,0.004901,0.117375,1
bs3,8,800000,0.001208,0.015884,0.066890,0.002752,0.004556,0.125370,1
bs3,10,800000,0.001251,0.016505,0.067948,0.002218,0.004367,0.135180,1
bs3,12,800000,0.001050,0.016141,0.063555,0.001914,0.004371,0.139253,1
bs3,16,800000,0.001016,0.019765,0.071551,0.001491,0.004262,0.167415,1
bs3,20,800000,0.001063,0.021006,0.070555,0.001314,0.004229,0.185281,1
bs3,24,800000,0.001178,0.022894,0.070758,0.001312,0.004522,0.204687,1
bs3,32,800000,0.001375,0.023389,0.092049,0.001334,0.004569,0.262209,1
bs3,48,800000,0.001785,0.025851,0.113437,0.001005,0.004595,0.358603,1
bs3,1,825000,0.006345,0.030745,0.032655,0.019297,0.011398,0.099155,1
bs3,2,825000,0.003516,0.023451,0.068381,0.010373,0.007861,0.119782,1
bs3,3,825000,0.002431,0.019980,0.071152,0.007091,0.006889,0.119242,1
